TITRE,REALISATEUR,RUE,CP,ADRESSE,COORDONNEES
BAMBOU,DIDIER BOURDON,DE L'OURCQ,75019,RUE DE L'OURCQ 75019 Paris France,"48.891695, 2.380257"
FROM PARIS WITH LOVE,PIERRE MOREL,D'IVRY,75013,AVENUE D'IVRY 75013 Paris France,"48.823777, 2.364813"
FROM PARIS WITH LOVE,PIERRE MOREL,BAUDRICOURT,75013,RUE BAUDRICOURT 75013 Paris France,
BAMBOU,DIDIER BOURDON,DE L'OISE ET RUE,75019,QUAI DE L'OISE ET RUE 75019 Paris France,
BAMBOU,DIDIER BOURDON,DE JOINVILLE ET RUE,75019,AVENUE DE JOINVILLE ET RUE 75019 Paris France,
BAMBOU,DIDIER BOURDON,DE L'OISE,75019,QUAI DE L'OISE 75019 Paris France,"48.890258, 2.382685"
INGLORIOUS BASTERDS,QUENTIN TARANTINO,DU POTEAU,75018,RUE DU POTEAU 75018 Paris France,"48.894942, 2.340567"
BAMBOU,DIDIER BOURDON,JOMARD,75019,RUE JOMARD 75019 Paris France,"48.889362, 2.379047"
BAMBOU,DIDIER BOURDON,DE CRIMEE ET PASSERELLE,75019,PONT DE CRIMEE ET PASSERELLE 75019 Paris France,
BAMBOU,DIDIER BOURDON,DE JOINVILLE,75019,PLACE DE JOINVILLE 75019 Paris France,
BAMBOU,DIDIER BOURDON,DE L'OISE,75019,QUAI DE L'OISE 75019 Paris France,"48.890258, 2.382685"
BAMBOU,DIDIER BOURDON,TOURNEUX,75012,RUE TOURNEUX 75012 Paris France,"48.837589, 2.398391"
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,GEORGES POMPIDOU,75016,VOIE GEORGES POMPIDOU 75016 Paris France,"48.850207, 2.278029"
BAMBOU,DIDIER BOURDON,KLEBER,75016,AVENUE KLEBER 75016 Paris France,"48.868335, 2.290789"
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,CHAMPERRET,75017,TUNNEL CHAMPERRET 75017 Paris France,
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,DE BIR HAKEIM,75015,PONT DE BIR HAKEIM 75015 Paris France,"48.855712, 2.287752"
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,BERTHIER,75017,BOULEVARD BERTHIER 75017 Paris France,"48.889803, 2.303428"
DEAR GALILEO,NITHIWAT TARATHORN,DALIDA,75018,PLACE DALIDA 75018 Paris France,"48.888531, 2.338071"
FAIS MOI PLAISIR,EMMANUEL MOURET,JEAN AICARD,75011,RUE JEAN AICARD 75011 Paris France,
FAIS MOI PLAISIR,EMMANUEL MOURET,DES BLUETS/AV DE LA REPUBLIQUE (ANGLE),75011,RUE DES BLUETS/AV DE LA REPUBLIQUE (ANGLE) 75011 Paris France,
FAIS MOI PLAISIR,EMMANUEL MOURET,DES CASCADES,75020,RUE DES CASCADES 75020 Paris France,
TOUTES LES FILLES PLEURENT,JUDITH GODRECHE,DE L'AUDE,75014,RUE DE L'AUDE 75014 Paris France,"48.826645, 2.333687"
BAMBOU,DIDIER BOURDON,CONSERVATOIRE A RAYONNEMENT REGIONAL,75008,CONSERVATOIRE CONSERVATOIRE A RAYONNEMENT REGIONAL 75008 Paris France,
VICTOR,THOMAS GILOU,ALBERT DE MUN,75016,AVENUE ALBERT DE MUN 75016 Paris France,"48.863064, 2.291776"
TOUTES LES FILLES PLEURENT,JUDITH GODRECHE,RENE COTY,75014,RUE RENE COTY 75014 Paris France,
CHANEL ET STRAVINSKY,JAN KOUNEN,DES MISSIONS ETRANGERES,75007,SQUARE DES MISSIONS ETRANGERES 75007 Paris France,
FROM PARIS WITH LOVE,PIERRE MOREL,DU FAUBOURG SAINT MARTIN,75010,RUE DU FAUBOURG SAINT MARTIN 75010 Paris France,"48.876831, 2.360984"
LES PETITS PRINCES,G. JULIEN LAFERRIERE,GEORGE V,75008,AVENUE GEORGE V 75008 Paris France,"48.86833, 2.300986"
LE COACH,OLIVIER DORAN,AMPERE /BD PEREIRE/PUVIS DE CHAVANNE,75017,RUE AMPERE /BD PEREIRE/PUVIS DE CHAVANNE 75017 Paris France,
LE PETIT NICOLAS,LAURENT TIRARD,RUE BECQUEREL/SAINT SAUVEUR,75018,CARREFOUR RUE BECQUEREL/SAINT SAUVEUR 75018 Paris France,
HADEWIJCH,BRUNO DUMONT,DE LA TOURNELLE,75004,PONT DE LA TOURNELLE 75004 Paris France,"48.850686, 2.3555"
HADEWIJCH,BRUNO DUMONT,DE BRETONVILLIERS,75004,RUE DE BRETONVILLIERS 75004 Paris France,
HADEWIJCH,BRUNO DUMONT,D'ORLEANS,75004,QUAI D'ORLEANS 75004 Paris France,"48.851629, 2.354153"
HADEWIJCH,BRUNO DUMONT,DE BOURBON/PONT MARIE (ANGLE),75004,QUAI DE BOURBON/PONT MARIE (ANGLE) 75004 Paris France,
HADEWIJCH,BRUNO DUMONT,DES DEUX PONTS (ANGLE),75004,RUE DES DEUX PONTS (ANGLE) 75004 Paris France,
HADEWIJCH,BRUNO DUMONT,BUDE,75004,RUE BUDE 75004 Paris France,
G.I. JOE / DARK SKY,STEPHEN SOMMERS,DE L'ETOILE,75016,PLACE DE L'ETOILE 75016 Paris France,
G.I. JOE / DARK SKY,STEPHEN SOMMERS,BRANLY,75007,QUAI BRANLY 75007 Paris France,"48.860709, 2.297512"
G.I. JOE / DARK SKY,STEPHEN SOMMERS,DE VARSOVIE,75016,PLACE DE VARSOVIE 75016 Paris France,"48.860104, 2.290901"
UN CHAT UN CHAT,SOPHIE FILLIERES,ABEL,75012,RUE ABEL 75012 Paris France,"48.847116, 2.375202"
UN CHAT UN CHAT,SOPHIE FILLIERES,ABEL ANGLE AVENUE DAUMESNIL,75012,RUE ABEL ANGLE AVENUE DAUMESNIL 75012 Paris France,
LE DERNIER POLICHINELLE,MAURIZIO SCAPARRO,DE LA SORBONNE,75005,PLACE DE LA SORBONNE 75005 Paris France,"48.848577, 2.342194"
CHERI,STEPHEN FREARS,ROYALE,75008,RUE ROYALE 75008 Paris France,"48.867987, 2.322978"
CHERI,STEPHEN FREARS,DE LA CONCORDE,75007,PONT DE LA CONCORDE 75007 Paris France,
UN HOMME ET SON CHIEN,FRANCIS HUSTER,D'ALSACE,75010,RUE D'ALSACE 75010 Paris France,"48.877875, 2.3583"
UN HOMME ET SON CHIEN,FRANCIS HUSTER,DU 11 NOVEMBRE,75010,PLACE DU 11 NOVEMBRE 75010 Paris France,
COCO AVANT CHANEL,ANNE FONTAINE,DE L'UNIVERSITE,75007,RUE DE L'UNIVERSITE 75007 Paris France,"48.861018, 2.314093"
COCO AVANT CHANEL,ANNE FONTAINE,DU PRE-AUX-CLERS,75007,RUE DU PRE-AUX-CLERS 75007 Paris France,
COCO AVANT CHANEL,ANNE FONTAINE,FOCH,75016,AVENUE FOCH 75016 Paris France,"48.872126, 2.285236"
COCO AVANT CHANEL,ANNE FONTAINE,SAINT GUILLAUME,75007,RUE SAINT GUILLAUME 75007 Paris France,
COCO AVANT CHANEL,ANNE FONTAINE,DU PRE AUX CLERCS,75007,RUE DU PRE AUX CLERCS 75007 Paris France,
UNE AFFAIRE D'ETAT,ERIC VALETTE,TRUDAINE,75009,AVENUE TRUDAINE 75009 Paris France,"48.881317, 2.343498"
FAIS MOI PLAISIR,EMMANUEL MOURET,DU FAUBOURG SAINT HONORE,75008,RUE DU FAUBOURG SAINT HONORE 75008 Paris France,"48.872845, 2.310735"
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,DE LA MARNE,75019,QUAI DE LA MARNE 75019 Paris France,"48.889903, 2.383087"
VISAGES,TSAI MING LIANG,DE MONTMARTRE,75018,CIMETIERE DE MONTMARTRE 75018 Paris France,"48.887611, 2.330186"
VISAGES,TSAI MING LIANG,LEPIC,75018,RUE LEPIC 75018 Paris France,"48.885838, 2.334797"
FAIS MOI PLAISIR,EMMANUEL MOURET,REMBRANDT,75008,RUE REMBRANDT 75008 Paris France,"48.877429, 2.308208"
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,AVANT LE PONT DE L'OURCQ  (GRUE),75019,CHAUSSEE AVANT LE PONT DE L'OURCQ  (GRUE) 75019 Paris France,
VISAGES,TSAI MING LIANG,BERTHE,75018,RUE BERTHE 75018 Paris France,"48.88595, 2.338569"
CHANEL ET STRAVINSKY,JAN KOUNEN,MONTAIGNE,75008,AVENUE MONTAIGNE 75008 Paris France,"48.867539, 2.307055"
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,DE L'OURCQ,75019,PONT DE L'OURCQ 75019 Paris France,
BAMBOU,DIDIER BOURDON,VOLTAIRE,75011,BOULEVARD VOLTAIRE 75011 Paris France,"48.857638, 2.380338"
BAMBOU,DIDIER BOURDON,DE PHALSBOURG,75011,CITE DE PHALSBOURG 75011 Paris France,
BAMBOU,DIDIER BOURDON,GUSTAVE LEPEU,75011,PASSAGE GUSTAVE LEPEU 75011 Paris France,
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,DE L'OURCQ,75019,PONT DE L'OURCQ 75019 Paris France,
DEAR GALILEO,NITHIWAT TARATHORN,JULES FERRY,75011,BOULEVARD JULES FERRY 75011 Paris France,
UNE SEMAINE SUR DEUX,IVAN CALBERAC,LOUIS PHILIPPE,75004,PONT LOUIS PHILIPPE 75004 Paris France,"48.853754, 2.354315"
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,AVANT LE PONT DE L'OURCQ (GRUE),75019,CHAUSSEE AVANT LE PONT DE L'OURCQ (GRUE) 75019 Paris France,
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,DE L'OISE,75019,QUAI DE L'OISE 75019 Paris France,"48.890258, 2.382685"
UNE SEMAINE SUR DEUX,IVAN CALBERAC,D'ORLEANS,75004,QUAI D'ORLEANS 75004 Paris France,"48.851629, 2.354153"
DEAR GALILEO,NITHIWAT TARATHORN,DE JEMMAPES,75010,QUAI DE JEMMAPES 75010 Paris France,"48.876681, 2.365244"
UNE AFFAIRE D'ETAT,ERIC VALETTE,FOYATIER,75018,RUE FOYATIER 75018 Paris France,
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,DE L'OURCQ,75019,CANAL DE L'OURCQ 75019 Paris France,
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,DE CRIMEE,75019,PONT DE CRIMEE 75019 Paris France,
UNE AFFAIRE D'ETAT,ERIC VALETTE,DU MONT CENIS,75018,RUE DU MONT CENIS 75018 Paris France,"48.892179, 2.344132"
UNE SEMAINE SUR DEUX,IVAN CALBERAC,CASTEL,75020,VILLA CASTEL 75020 Paris France,
DEAR GALILEO,NITHIWAT TARATHORN,DE JEMMAPES,75010,QUAI DE JEMMAPES 75010 Paris France,"48.876681, 2.365244"
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,DE L'OISE FACE RUE DE BITCHE,75019,QUAI DE L'OISE FACE RUE DE BITCHE 75019 Paris France,
UNE AFFAIRE D'ETAT,ERIC VALETTE,JEAN MARAIS,75018,PLACE JEAN MARAIS 75018 Paris France,
UNE AFFAIRE D'ETAT,ERIC VALETTE,NADAL,75018,SQUARE NADAL 75018 Paris France,
FAIS MOI PLAISIR,EMMANUEL MOURET,DE L'ELYSEE,75008,PALAIS DE L'ELYSEE 75008 Paris France,
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,DE CRIMEE,75019,PONT DE CRIMEE 75019 Paris France,
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,DE L'OISE FACE RUE DE BITCHE,75019,QUAI DE L'OISE FACE RUE DE BITCHE 75019 Paris France,
UNE AFFAIRE D'ETAT,ERIC VALETTE,PIGALLE,75018,PLACE PIGALLE 75018 Paris France,
FAIS MOI PLAISIR,EMMANUEL MOURET,REMBRANDT,75008,RUE REMBRANDT 75008 Paris France,"48.877429, 2.308208"
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,DE L'OURCQ,75019,CANAL DE L'OURCQ 75019 Paris France,
UNE AFFAIRE D'ETAT,ERIC VALETTE,ANDRE ANTOINE,75018,RUE ANDRE ANTOINE 75018 Paris France,"48.883808, 2.337624"
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,DU PONT DE CRIMEE,75019,PASSERELLE DU PONT DE CRIMEE 75019 Paris France,
UNE AFFAIRE D'ETAT,ERIC VALETTE,VICTOR MASSE,75009,RUE VICTOR MASSE 75009 Paris France,"48.880773, 2.3384"
TOUTES LES FILLES PLEURENT,JUDITH GODRECHE,DE SUFFREN,75007,AVENUE DE SUFFREN 75007 Paris France,"48.851551, 2.300291"
TOUTES LES FILLES PLEURENT,JUDITH GODRECHE,DU CHAMP D'ENTRAINEMENT,75016,ROUTE DU CHAMP D'ENTRAINEMENT 75016 Paris France,
UNE AFFAIRE D'ETAT,ERIC VALETTE,FROCHOT,75009,RUE FROCHOT 75009 Paris France,"48.880942, 2.337738"
VICTOR,THOMAS GILOU,DU PONT DE LODI/R GRANDS AUGUSTINS,75006,RUE DU PONT DE LODI/R GRANDS AUGUSTINS 75006 Paris France,
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,DE CRIMEE,75019,PONT DE CRIMEE 75019 Paris France,
VICTOR,THOMAS GILOU,DAUPHINE/R DU PONT DE LODI (ANGLE),75006,RUE DAUPHINE/R DU PONT DE LODI (ANGLE) 75006 Paris France,
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,DE CRIMEE,75019,RUE DE CRIMEE 75019 Paris France,"48.886066, 2.382069"
FROM PARIS WITH LOVE,PIERRE MOREL,PERIPHERIQUE INTERIEUR,75012,BOULEVARD PERIPHERIQUE INTERIEUR 75012 Paris France,
FROM PARIS WITH LOVE,PIERRE MOREL,DE LA CONCORDE,75008,PLACE DE LA CONCORDE 75008 Paris France,"48.865519, 2.321454"
FROM PARIS WITH LOVE,PIERRE MOREL,DE LA PORT,75012,AVENUE DE LA PORT 75012 Paris France,"48.837941, 2.34421"
FROM PARIS WITH LOVE,PIERRE MOREL,DU GENERAL MICHEL BIZOT,75012,AVENUE DU GENERAL MICHEL BIZOT 75012 Paris France,
DEAR GALILEO,NITHIWAT TARATHORN,DU SACRE COEUR,75018,PARVIS DU SACRE COEUR 75018 Paris France,"48.886183, 2.34312"
DEAR GALILEO,NITHIWAT TARATHORN,ET QUAI DE LA TOURNELLE,75016,PONT ET QUAI DE LA TOURNELLE 75016 Paris France,
FAIS MOI PLAISIR,EMMANUEL MOURET,DU FAUBOURG SAINT HONORE,75008,RUE DU FAUBOURG SAINT HONORE 75008 Paris France,"48.872845, 2.310735"
FROM PARIS WITH LOVE,PIERRE MOREL,SEVESTE,75018,RUE SEVESTE 75018 Paris France,
FROM PARIS WITH LOVE,PIERRE MOREL,D'ORSEL,75018,RUE D'ORSEL 75018 Paris France,
DEAR GALILEO,NITHIWAT TARATHORN,MIRABEAU,75016,PONT MIRABEAU 75016 Paris France,"48.846688, 2.275477"
DEAR GALILEO,NITHIWAT TARATHORN,DES FRANCS BOURGEOIS,75003,RUE DES FRANCS BOURGEOIS 75003 Paris France,
UNE SEMAINE SUR DEUX,IVAN CALBERAC,SAINT PAUL ET SAINT LOUIS,75004,EGLISE SAINT PAUL ET SAINT LOUIS 75004 Paris France,
UN PROPHETE,JACQUES AUDIARD,DE PHALSBOURG,75017,RUE DE PHALSBOURG 75017 Paris France,
FROM PARIS WITH LOVE,PIERRE MOREL,FRANCOIS 1ER,75008,PLACE FRANCOIS 1ER 75008 Paris France,"48.866122, 2.307928"
UNE SEMAINE SUR DEUX,IVAN CALBERAC,BAUDOYER,75004,MARCHE BAUDOYER 75004 Paris France,
FROM PARIS WITH LOVE,PIERRE MOREL,DE LA PORT,75012,AVENUE DE LA PORT 75012 Paris France,"48.837941, 2.34421"
BAMBOU,DIDIER BOURDON,LAFFITE,75009,RUE LAFFITE 75009 Paris France,
TOUTES LES FILLES PLEURENT,JUDITH GODRECHE,DU CHAMP DE MARS,75007,PARC DU CHAMP DE MARS 75007 Paris France,"48.856315, 2.297387"
UNE SEMAINE SUR DEUX,IVAN CALBERAC,VIVIENNE,75002,RUE VIVIENNE 75002 Paris France,"48.868907, 2.340088"
BAMBOU,DIDIER BOURDON,ROSSINI,75009,RUE ROSSINI 75009 Paris France,
UNE SEMAINE SUR DEUX,IVAN CALBERAC,DE LA BOURSE,75002,PLACE DE LA BOURSE 75002 Paris France,"48.868652, 2.341341"
BAMBOU,DIDIER BOURDON,DU COMMANDANT MOUCHOTTE,75014,RUE DU COMMANDANT MOUCHOTTE 75014 Paris France,
FAIS MOI PLAISIR,EMMANUEL MOURET,REMBRANDT,75008,RUE REMBRANDT 75008 Paris France,"48.877429, 2.308208"
FAIS MOI PLAISIR,EMMANUEL MOURET,ROBERT ET SONIA DELAUNAY,75011,RUE ROBERT ET SONIA DELAUNAY 75011 Paris France,
TOUTES LES FILLES PLEURENT,JUDITH GODRECHE,DE BOULOGNE,75016,BOIS DE BOULOGNE 75016 Paris France,"48.862449, 2.249167"
UNE AFFAIRE D'ETAT,ERIC VALETTE,DE CEINTURE DU LAC INFERIEUR,75016,CHEMIN DE CEINTURE DU LAC INFERIEUR 75016 Paris France,
FAIS MOI PLAISIR,EMMANUEL MOURET,JULIEN LACROIX,75020,RUE JULIEN LACROIX 75020 Paris France,"48.870558, 2.38406"
FAIS MOI PLAISIR,EMMANUEL MOURET,DE BELLEVILLE,75020,PARC DE BELLEVILLE 75020 Paris France,"48.870251, 2.384591"
UNE AFFAIRE D'ETAT,ERIC VALETTE,DE LA MUETTE,75016,ROUTE DE LA MUETTE 75016 Paris France,
BANLIEUE 13  ULTIMATUM,PATRICK ALESSANDRIN,AMPERE,75017,RUE AMPERE 75017 Paris France,"48.885261, 2.30282"
FAIS MOI PLAISIR,EMMANUEL MOURET,REMBRANDT,75008,RUE REMBRANDT 75008 Paris France,"48.877429, 2.308208"
BAMBOU,DIDIER BOURDON,CESAR CAIRE,75008,AVENUE CESAR CAIRE 75008 Paris France,
UN PROPHETE,JACQUES AUDIARD,DE COURCELLES,75008,BOULEVARD DE COURCELLES 75008 Paris France,"48.88018, 2.307415"
BAMBOU,DIDIER BOURDON,LABORDE,75008,RUE LABORDE 75008 Paris France,
TOUTES LES FILLES PLEURENT,JUDITH GODRECHE,SAINT SIMON,75007,RUE SAINT SIMON 75007 Paris France,
VICTOR,THOMAS GILOU,PECLET,75015,RUE PECLET 75015 Paris France,"48.8422, 2.299248"
UNE SEMAINE SUR DEUX,IVAN CALBERAC,DE LEVIS,75017,PLACE DE LEVIS 75017 Paris France,
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,D'IVRY SUR SEINE ET DE CHARENTON LE PONT,75000,PASSERELLE D'IVRY SUR SEINE ET DE CHARENTON LE PONT 75000 Paris France,
LES DERNIERS JOURS DU MONDE,JEAN MARIE LARRIEU,CHANTILLY,75009,RUE CHANTILLY 75009 Paris France,
LE COACH,OLIVIER DORAN,ROYALE,75008,RUE ROYALE 75008 Paris France,"48.867987, 2.322978"
ERREUR DE LA BANQUE EN VOTRE FAVEUR,MICHEL MUNZ,MONCEAU,75008,PARC MONCEAU 75008 Paris France,"48.880744, 2.311696"
SWEET VALENTINE,EMMA LUCHINI,ROCHECHOUART,75009,RUE ROCHECHOUART 75009 Paris France,
SWEET VALENTINE,EMMA LUCHINI,DU CLOITRE NOTRE DAME,75004,RUE DU CLOITRE NOTRE DAME 75004 Paris France,"48.853138, 2.350577"
LE COACH,OLIVIER DORAN,MONTAIGNE,75008,AVENUE MONTAIGNE 75008 Paris France,"48.867539, 2.307055"
LES DERNIERS JOURS DU MONDE,JEAN MARIE LARRIEU,SAINT MARTIN,75010,PORT SAINT MARTIN 75010 Paris France,
LES DERNIERS JOURS DU MONDE,JEAN MARIE LARRIEU,BOSSUET,75010,RUE BOSSUET 75010 Paris France,"48.878601, 2.352245"
SWEET VALENTINE,EMMA LUCHINI,DE CLICHY,75009,BOULEVARD DE CLICHY 75009 Paris France,"48.883321, 2.333763"
MA MEC A MOI,J.J.ZILBERMANN,DE RIVOLI,75001,RUE DE RIVOLI 75001 Paris France,"48.860787, 2.341197"
MA MEC A MOI,J.J.ZILBERMANN,DE MONDOVI,75001,RUE DE MONDOVI 75001 Paris France,
LES DERNIERS JOURS DU MONDE,JEAN MARIE LARRIEU,BELZUNCE,75010,RUE BELZUNCE 75010 Paris France,
LES DERNIERS JOURS DU MONDE,JEAN MARIE LARRIEU,BELLEFOND,75009,RUE BELLEFOND 75009 Paris France,"48.87787, 2.346925"
LES DERNIERS JOURS DU MONDE,JEAN MARIE LARRIEU,DU FAUBOURG SAINT MARTIN,75010,RUE DU FAUBOURG SAINT MARTIN 75010 Paris France,"48.876831, 2.360984"
LES DERNIERS JOURS DU MONDE,JEAN MARIE LARRIEU,LAFAYETTE,75009,RUE LAFAYETTE 75009 Paris France,"48.876794, 2.347397"
